,qID,sentence,option1,option2,label
144,3LEG2HW4UH1J48KCLXALW0C5GVQ2FZ-1,"Berat badan Lindsey bertambah sedikit, jadi dia memberi Rebecca beberapa tank top sudah tidak muat dengan _.",Lindsey,Rebecca,1
145,3LN3BXKGC29BUOEEA15A2SS5J5DGWU-1,"Carrie berurusan dengan kematian anjing mereka seperti di mana Amy kehilangan kucing mereka, _ adalah seorang pecinta anjing.",Carrie,Amy,1
146,35YHTYFL1G1D7AJ7P9IW67L7IASVFR-1,"Karena Robert mengalami kerontokan rambut dan Brian tidak, _ cemburu dengan rambutnya.",Robert,Brian,1
147,3K8CQCU3KGFH4GV0X5I5SC12KHZNW9-2,Jelas Jessica paham dan terhibur dengan artikel dari Monica karena _ adalah penulisnya.,Jessica,Monica,2
148,3V8JSVE8Y04HZFDNJ7XANMS9HPVYEB-2,Ada lebih banyak buku di perpustakaan daripada di toko buku karena _ lebih kecil.,perpustakaan,toko buku,2
149,3BFF0DJK8ZQMSCJBAWUG4M493OESTT-2,Brett diberitahu oleh Dennis bahwa dia menderita anemia sehingga _ menghabiskan waktu menjawab pertanyaan dari orang lain tentang suplemen.,Brett,Dennis,2
150,3LVTFB9DE7W6ARISYS64A3AJV6LGQJ-1,Kevin tersenyum kepada Robert di pesta pernikahan itu meskipun _ mendapat pujian berisi celaan.,Kevin,Robert,1
151,3CMV9YRYP5F5AWSGETJBQU35DCRLJJ-2,"Rumah yang dirancang untuk Benyamin oleh Joseph itu indah, jadi _ memasukkannya dalam portofolionya.",Benjamin,Joseph,2
152,3A3KKYU7P5VBMYA0L435FXC2FNHWM2-1,Kandang burungnya lebih kotor daripada kandang anjing karena _nya lebih sering digunakan.,kandang burung,kandang anjing,1
153,3MWOYZD5WX29Z7MY6JRVBIOGHH3NO4-2,"Saat makan malam, Steven kelaparan tetapi Ian sudah kenyang, jadi _ memakan pizzanya perlahan.",Steven,Ian,2
154,3JU8CV4BRNQ92SYBMY4NF7TBHS6OPV-2,"Craig terkena flu biasa dan menjauh dari Dennis, karena _ tidak ingin sakit.",Craig,Dennis,2
155,35F6NGNVMAX09EZJMTW59V8DG09T7V-2,Aku mencium bau kue dan bertanya-tanya apakah ibu sedang membuat havermut atau keping cokelat. Aku mencium bau cokelat leleh jadi saya berlari ke bawah untuk mendapatkan kue _.,havermut,keping cokelat,2
156,3VIVIU06FKAEREROCPNQM8FMCRUIMF-1,Ortodontis memuji Christopher dan bukan Jason karena _ ingat untuk menyikat giginya setiap hari.,Christopher,Jason,1
157,3ACRLU860NC6SIL5PH7QND603HYBEK-2,Elena lebih kurus dari Lindsey karena _ tidak suka makan banyak kubis dan sayuran.,Elena,Lindsey,2
158,34HEO7RUG6SQICLI59RUR9LD56QRAA-2,"Saya pergi ke salon penggelapan warna kulit untuk berjemur, daripada menggunakan sinar matahari, karena dengan _ itu memakan waktu dan saya sibuk.",salon,sinar matahari,2
159,388CL5C1RL19JQXQQTGQEHNR14ULHS-1,Jari James tidak bisa masuk ke hidungnya saat gatal karena _nya sangat kecil.,hidung,jari,1
160,3L60IFZKF5W7XUE0Z81SMPUKLT4HHD-1,"Kriket adalah waktu lalu favorit Lindsey, sementara Rachel belum pernah mendengarnya. _ lebih mungkin adalah orang Inggris.",Lindsey,Rachel,1
161,3LVTFB9DE7W6ARISYS64A3AJV4WGQQ-1,Pisau cukur Carrie jauh lebih tajam daripada milik Patricia karena _ membeli yang baru kemarin.,Carrie,Patricia,1
162,39AYGO6AFFI4GCHNMPT12KEH8P96N7-2,"Joseph bertanya kepada Craig apa yang harus dilakukan dengan anjing mereka, karena _ tahu bahwa mereka bisa  profesional tentang hal itu.",Joseph,Craig,2
163,3JMNNNO3B126L570RO8L8QAWLUNW2F-2,"Di Jalan Utama, butik lebih sukses daripada department store karena _ memiliki pilihan pakaian yang tidak cukup banyak.",butik,department store,2
164,3L1EFR8WWVJU4S5B66P06NKIKRHF9X-1,"Randy bermimpi bahwa teman mereka, Jason, akan mengalami kecelakaan mobil setelah bekerja. _ khawatir dan mencoba menghubungi temannya.",Randy,Jason,1
165,3LN50BUKPXP1W7VE96OVNQPHMPWLPA-1,Guru itu senang memiliki Patricia di kelas mereka tetapi berharap Betty akan dipindahkan karena _ patuh.,Patricia,Betty,1
166,39O6Z4JLX4B91L9Z910I4C9NHS7VX7-2,Perbekalan dipindahkan dari perumahan dan ke perkemahan karena _nya kelebihan persediaan.,perkemahan,perumahan,2
167,3C8QQOM6JPZULW93CDMBMV0XCJ7LID-2,"Para dokter lebih suka memberi pasien mereka pil daripada cairan, karena _nya lebih membantu.",cairan,pil,2
168,3BJKPTD2QCAVX8KRB9IBMEB5OA7RTG-1,"Angela lebih mencintainya daripada Katrina, dan _ takut jika dia harus kehilangannya.",Angela,Katrina,1
169,3NBFJK3IOHGOVQ65ZH20T0RBNXTOGH-2,"Nelson ada di dalam teepee, sementara Jason tetap di luar, jadi _ akhirnya basah kuyup di tengah hujan badai.",Nelson,Jason,2
170,3IYI9285WSYXD3Z3HIECVDPAVP2CJK-1,"Kami mengerjakan bagian dalam rumah daripada mengerjakan bagian dalam gudang, karena _ itu layak huni.",rumah,gudang,1
171,3MQY1YVHS3IEX29PWXCPLCXBBUTB24-1,"Sarah bisa saja memakai lipstik atau maskara agar cantik, tetapi dia memilih memakai _ karena akan berantakan bahkan jika dia menangis.",maskara,lipstik,1
172,3D42WVSDHA995TDJEIHG54DAV60FY0-2,"Anjing itu bisa minum dengan mudah dari mangkuk, bukannya wajan, karena _nya tinggi.",mangkuk,wajan,2
173,3CESM1J3EKH9XVP8YOWOQ1FHRXB6WZ-1,"John tidak bisa melihat ikan di tangki, tetapi jelas melihat ikan di akuarium, karena air di _ itu kotor.",tangki,akuarium,1
174,3BA7SXOG1JOCZOS38B7GVIFIA10R8D-1,Tanya lebih sering berangkat kerja daripada Rebecca karena _ lebih sering menderita sakit kepala parah.,Tanya,Rebecca,1
175,3M67TQBQQJ2Z81O3VQ38SM9RNBIA9T-2,"Samuel selalu memakai kondom saat bertemu kekasih baru, tetapi Craig jarang sekali memakainya. _ terkena penyakit kelamin dari seorang gadis kotor.",Samuel,Craig,2
176,3AC6MFV69KGEUQFNLWVZUYAGRFJZH0-2,John mendapat lebih banyak uang ketika dia menjual koin daripada ketika dia menjual perangko karena _ itu berharga.,perangko,koin,2
177,341H3G5YF2SIDF8Y7M0EG4Z7TMKZ0K-1,"Anak-anak tertawa ketika guru itu mengenakan wig, bukan topi, karena _nya warna-warni.",wig,topi,1
178,37J05LC5AXH7IV5HHE9NFJ7SGQ7DJG-2,Adam menyalakan komputer untuk mengerjakan rencana mengejutkan Matthew karena _ berulang tahun.,Adam,Matthew,2
179,3KLL7H3EGDZXL6ADKZ6W9SXK361VHO-1,Derrick memberi tahu Kevin bagaimana dia bertemu dengan Presiden Amerika Serikat minggu lalu. _ beruntung.,Derrick,Kevin,1
180,3L7SUC0TTUS3KJA88ZYKG4FQLGPM0X-1,Aaron lebih terkenal daripada Hunter karena _ telah berada di lebih banyak film dan pertunjukan.,Aaron,Hunter,1
181,39O6Z4JLX4B91L9Z910I4C9MFKBXVT-1,Ian terpeleset oleh minyak yang Donald tumpahkan ke lantai dapur. _ marah.,Ian,Donald,1
182,3VI0PC2ZA0YEB1028PE49KFFKM0XO6-1,Sendi lutut saya lebih terluka daripada sendi pergelangan kaki saya jadi saya berusaha untuk tidak terlalu menekan _ jika saya bisa membantu.,sendi lutut,sendi pergelangan kaki,1
183,39TX062QX32PPC7GPRUCLHH3O3Q3XG-1,Cat yang dioleskan James di pintu masih lengket sedangkan toples catnya tidak. Dia yakin _nya basah.,pintu,toples,1
184,3UXQ63NLAC0ZSDU4Q16US6KS5XXBLJ-2,Bebek peliharaan Rachel lebih sedih daripada yang dimiliki Kayla. _ adalah pemelihara hewan yang baik.,Rachel,Kayla,2
185,3LN50BUKPXP1W7VE96OVNQPHMN1LPB-1,Jennifer mengatur dering telepon lebih keras daripada Patricia karena _ sulit mendengar.,Jennifer,Patricia,1
186,3CVDZS288JE9BCO5VFT5B9Q2KPAFMG-2,Pria itu lebih mudah berjalan di gurun daripada di salju karena lebih dingin di _.,gurun,salju,2
187,3M47JKRKCXZJD5UJGN4IKNOMEDP68V-2,Ryan senang memiliki iPhone tetapi Leslie menolak untuk meng-upgrade ponsel flip mereka. _ selalu menjadi yang terakhir mempelajari teknologi baru.,Ryan,Leslie,2
188,3K3G488TR4M8UUT8HWND66JU5RA5QH-1,Badut itu mengenakan bunga di sakunya alih-alih pena karena _nya lebih berwarna.,bunga,pena,1
189,34XASH8KLS0L2PDZ9IPAN346MSRPMH-2,Aaron menghabiskan lebih banyak waktu dengan hewan peliharaannya daripada Ryan karena _ bekerja sepanjang hari.,Aaron,Ryan,2
190,3KL228NDMVK55ZLQ1PA7MJA23NFKGF-1,"Samantha suka sekali mengganggu Felicia, jadi _ mencoba menghabiskan lebih banyak waktu dengannya.",Samantha,Felicia,1
191,3NFWQRSHVECUPDTC0EJA66IX0B9FGS-2,Trotoarnya terbuat dari batu bata sedangkan jalan masuknya terbuat dari beton tuang. _nya lebih mulus untuk dilalui.,trotoar,jalan masuk,2
192,3B0MCRZMBT8RNSAC1YH247Y1R1MPP5-1,"Megan memberi tahu Rachel bahwa dia menyukai aroma lilin lebah, karena _ suka berbagi detail aneh dengan teman-temannya.",Megan,Rachel,1
193,3TX9T2ZCB9ZWRGACGVHZV1K31JYWZQ-2,Katrina suka terus bergerak sedangkan Angela suka diam karena _ tenang.,Katrina,Angela,2
194,39WICJI5ATQZ0I8O6B6XQ4963XJZ3G-1,"Kenneth mengunduh info menggunakan komputernya sementara Logan menggunakan tablet, _ menggunakan komputernya untuk mengunduh file Excel.",Kenneth,Logan,1
195,3VJ4PFXFJ5LXSTC6T1YZOIW62YDUAX-2,"Janji temunya untuk menata rambutnya adalah pukul 5:00, tetapi dia harus naik kereta pukul 4:30. _nya lebih awal, jadi dia tiba dengan banyak waktu.",janji temu,kereta,2
196,3KA7IJSNW8JPJY92ITZ19NTCAWUBPR-2,"Awan menimbulkan ketakutan besar pada orang-orang, sementara langit cerah menenangkan mereka, karena _ begitu menenangkan.",awan,langit,2
197,39N6W9XWRDL0P4A754BYVRPD6NGGY9-1,"Ketika Robert diminta oleh Christopher apa yang dia inginkan untuk ulang tahunnya, katanya uang. _ ingin memilih hadiahnya sendiri.",Robert,Christopher,1
198,3M0556243SI0Z5AYNIW5WQRUW20FNU-1,"Amy ingin kembali bekerja setelah pensiun, tetapi Carrie tidak melakukannya karena _ bosan.",Amy,Carrie,1
199,3L2OEKSTW98LWP4PM6ZA3E8FI26Y8A-1,"Ben adalah kutu buku. Dia menyukai buku fiksi dan buku non-fiksi, tetapi dia memilih _ karena realistis.",buku non-fiksi,buku fiksi,1
200,356ZPKYPUJVLW62DSLDLHYREXG7PY5-2,"William menyewa seorang pelatih bernama Samuel membantu anjing barunya, tetapi metode dominasi _ tidak menarik.",William,Samuel,2
201,37SOB9Z0SUBUPIQRB8ROANMHJ463L8-2,Dia ingat betapa menyebalkannya membersihkan kursi kayunya jadi dia membeli meja plastik sebagai gantinya. Membersihkan _ dengan cepat.,kursi,meja,2
202,3LOJFQ4BOXD2TFBZZZ9ZGY75VBGKDN-1,Nancy lebih suka makan popcorn daripada permen di bioskop karena _nya asin.,popcorn,permen,1
203,3KL228NDMVK55ZLQ1PA7MJA23NFKGF-2,"Samantha hanya suka mengganggu Felicia, jadi _ mencoba menghabiskan lebih sedikit waktu dengannya.",Samantha,Felicia,2
204,3APP19WN73SD09Z8JJS64YTSV1PG6U-1,"Meskipun Joseph adalah guru bahasa Inggris yang lebih baik daripada Hunter, _ selalu mempertanyakan kapan harus menggunakan koma.",Joseph,Hunter,1
205,3CESM1J3EI1U36Q1EQKOY3R812FW6S-1,Turner menembak dinding menggunakan paintball dan peluru sungguhan. Dindingnya dicat karena _.,paintball,peluru,1
206,3ATYLI1PRVGDGHVDRLZ3IB70959JOQ-2,"Dia ingin pena fountain tetapi membeli pena rollerball, karena _ kurang mahal.",pena fountain,pena rollerball,2
207,3CMV9YRYP5F5AWSGETJBQU35D26JLC-2,"Mary duduk diam sementara Victoria mendengarkan dadanya. Diagnosisnya adalah demam berdarah, yang mengejutkan _ karena dia tidak menemukan ini pada pasien.",Mary,Victoria,2
208,3VDVA3ILIDD3ZYZ4TF4PH4E3Z2IG1M-1,Kyle mencoba berhenti sebelum Nelson tertabrak karena _-lah yang mengemudi.,Kyle,Nelson,1
209,38XPGNCKHVEI3JLPPQYD71CPNUD4V5-1,"Angela merasa sangat bermanfaat untuk membantu Christine dengan pekerjaan rumah mereka, yang membuat _ merasa berguna.",Angela,Christine,1
210,3VJ4PFXFJ5LXSTC6T1YZOIW62YDUAX-1,"Janji temunya untuk menata rambutnya adalah pukul 5:00, tetapi dia harus naik kereta pukul 4:30. _ terlambat, jadi dia datang dengan banyak waktu.",janji temu,kereta,1
211,3APP19WN73SD09Z8JJS64YTSV1P6GK-2,"William lupa tentang semua waktu ketika Ian menyelamatkan mereka, terlepas dari bagaimana _ pada umumnya mengorbankan diri.",William,Ian,2
212,3MDWE879UH0PXMUOH6R4VZ5PH23B90-1,"Cynthia suka bersantai di geladak di pagi hari, sementara Kayla lebih suka bersantai di malam hari. _ memutuskan untuk menyaksikan matahari terbenam untuk perubahan.",Cynthia,Kayla,1
213,3UUSLRKAUNHTSP3M03WQ4RQSEUN7DR-2,Ninja menunggu sampai malam untuk menyerang daripada siang karena akan lebih mudah untuk melihatnya di _ hari.,malam,siang,2
214,3LOJFQ4BOXD2TFBZZZ9ZGY75Q1VDK6-1,Lindsey mencoba memasang karpet di rumah Erin karena _ ahli dalam hal itu.,Lindsey,Erin,1
215,341H3G5YF2SIDF8Y7M0EG4Z7TMKZ0K-2,"Anak-anak tertawa ketika guru itu mengenakan wig, bukan topi, karena _nya kusam.",wig,topi,2
216,386T3MLZLP93TJ7BYW013K24WNM80L-2,"John berpikir tangannya patah, tetapi itu sebenarnya kakinya karena _nya lurus.",kaki,tangan,2
217,35U0MRQMUJ57DNW0OC1MT1ULA7DOVS-1,Mengosongkan kotak sampah adalah tugas yang menakutkan untuk Adam sementara Lawrence tidak keberatan melakukannya. _ selalu berusaha meminta orang lain menanganinya.,Adam,Lawrence,1
218,39AYGO6AFFI4GCHNMPT12KEH8P96N7-1,"Joseph bertanya kepada Craig apa yang harus dilakukan dengan anjing mereka, karena _ tahu bahwa mereka tidak dapat objektif tentang hal itu.",Joseph,Craig,1
219,3BA7SXOG1JOCZOS38B7GVIFIFGW8RP-2,Ben memilih antara bisnis pakaian dan bisnis kebugaran. Dia akhirnya membuka bisnis _ karena tidak sehat.,kebugaran,pakaian,2
220,3N2YPY1GI8C0VLIIEWAQGNOFZE1EV2-1,"Felicia mengirim email ke Christine, karena _ membutuhkan beberapa informasi tentang tunjangan karyawan dari perusahaan tempat mereka bekerja selama 10 tahun.",Felicia,Christine,1
221,3CZH926SIES118Z3U0937XO2MY24EM-1,"Minggu sore Laura membuat beberapa biskuit susu untuk Victoria, dan _ membuatnya dengan cepat.",Laura,Victoria,1
222,3KVQ0UJWPZZDERPUT5MJYV1GT8FW5W-1,"Rutinitas harian Victoria termasuk lompat tali tidak seperti Monica, jadi _ cenderung lebih sehat secara keseluruhan.",Victoria,Monica,1
223,34O39PNDK66V1MQABNRQMK5JI38BRB-1,"Erin memakai kawat gigi saat ia masih muda sedangkan Lindsey tidak demikian, _ memiliki gigi yang sangat lurus.",Erin,Lindsey,1
224,371Q3BEXDH73KZT3WQ7YYCHI0NYZSD-1,Liam membawa pulang tempat tidur baru untuk anjing peliharaannya. Namun dia harus mengambilnya kembali karena _nya terlalu kecil.,tempat tidur,peliharaan,1
225,3VIVIU06FKAEREROCPNQM8FM799MIT-2,Aaron meminta bantuan Ian untuk mengganti ubin kamar mandi karena _ meminta bantuannya.,Aaron,Ian,2
226,3K3G488TR4M8UUT8HWND66JV65WQ5J-2,James melapisi bagian atas meja dengan penghapus noda dan membiarkan kursi itu apa adanya. Sekarang _ itu kusam.,meja,kursi,2
227,3CMV9YRYP5F5AWSGETJBQU35DCRLJJ-1,"Rumah yang Benjamin rancang untuk Joseph sangat indah, jadi _ memasukkannya dalam portofolionya.",Benjamin,Joseph,1
228,3BFF0DJK8ZQMSCJBAWUG4M493OESTT-1,Brett diberitahu oleh Dennis bahwa dia menderita anemia sehingga _ menghabiskan waktu untuk bertanya kepada orang lain tentang suplemen.,Brett,Dennis,1
229,3TKXBROM5VO3KVKATQMYYEBDW8XJI3-2,"Brett tidak percaya Craig bahwa minyak esensial bekerja, sampai _ membuktikan bahwa minyak itu memang efektif.",Brett,Craig,2
230,3D17ECOUOG9HZBMNIY95Q8D3KXE13A-2,Dia putus asa secara emosional sehingga dia pergi jalan-jalan dan membeli es krim untuk dirinya sendiri. _ itu meredakan rasa laparnya.,jalan-jalan,es krim,2
231,3TKSOBLOHNUNF48SZOH0E3ONT3JBBW-2,"Karena Lindsey lebih suka pergi berkemah daripada Natalie, _ tidak percaya bahwa memiliki kantong tidur itu penting.",Lindsey,Natalie,2
232,3LOJFQ4BOZTHN4A6JXLZ8WVEKCXKDG-2,James selesai mencuci dengan spons dan harus memasukkannya ke dalam kotaknya karena _nya kecil.,spon,kotak,2
233,3UEBBGULPFMDUVU7KJ8RALJO44HUF1-1,Cynthia memutuskan untuk mempekerjakan Sarah untuk membuat logo baru untuk perusahaannya karena _ membutuhkan seorang desainer profesional.,Cynthia,Sarah,1
234,3KTCJ4SCVGZ3R8VQ4I2KU9Y0VMMM1O-2,"Dia menaruh mustard di atas roti isi, tetapi tidak di atas kentang goreng, karena dia pikir _ yang disajikan enak.",roti isi,kentang goreng,2
235,3MNJFORX8DIB353Z3GCJU7FGYP1F5X-2,"Donna jatuh cinta dengan dua parfum, kelapa dan bunga. Dia lebih suka _ untuk aroma gardenia.",kelapa,bunga,2
236,34XASH8KLS0L2PDZ9IPAN346MHFMPG-2,"Polisi bisa mengawal tahanan ke gerbang tetapi tidak ke sel, karena masuk ke _ dilarang.",gerbang,sel,2
237,35JDMRECC6NHDOSNP1B4GML5CNAEGM-2,"Katrina memberi Christine sebuah boneka binatang untuk ulang tahunnya, tetapi _ sudah punya.",Katrina,Christine,2
238,3D0LPO3EABXOHHR5TNO600YFX6WOYN-2,"Dia lebih suka membersihkan dengan sabun batangan daripada sabun cair, karena _ membuatnya merasa segar.",sabun cair,sabun batangan,2
239,36FQTHX3Z55IC94FKV2UWKQB5B63BX-1,Rumput Samuel tidak sebagus halaman Aaron. _ menyuruh anak-anak tetangga mengerjakan halamannya.,Samuel,Aaron,1
240,3V7ICJJAZAEO0GOC0BVDERU9V6X4BX-1,"Kalli sangat cemas untuk berbicara dengan mikrofon, tetapi merasa nyaman dengan komputer, karena _ itu tidak dikenalnya.",mikrofon,komputer,1
241,3BVS8WK9Q0TI8NNRL0XH8S4S0SQIBQ-1,"Sambil berdiskusi tentang apa yang harus dibuat untuk makan malam, Leslie menyarankan untuk membuat nasi; Joseph lebih suka pasta. _ setuju untuk membuat pasta sebagai gantinya.",Leslie,Joseph,1
242,3JMNNNO3B126L570RO8L8QAWLUNW2F-1,"Di Jalan Utama, butik lebih sukses daripada department store karena _ memiliki pilihan pakaian yang berkualitas.",butik,department store,1
243,37YYO3NWHF4PZES4RO9Q070OV9ACC6-1,"Ryan hanya menemukan satu tomat di kebun Brett yang matang, sehingga _ merasa tidak enak memetiknya.",Ryan,Brett,1
244,3ACRLU860NC6SIL5PH7QND608YUBEJ-1,"Eric memadamkan api listriknya dengan soda kue, sementara Craig mencoba air. Rumah _ selamat.",Eric,Craig,1
245,39O6Z4JLX4B91L9Z910I4C9NHS7VX7-1,Perbekalan dipindahkan dari perumahan dan ke perkemahan karena _nya kehabisan persediaan.,perkemahan,perumahan,1
246,3TL87MO8CMNAB57DB5GQJYN5WO1FLW-1,"John dengan cepat mengembalikan game itu ke toko setelah dia mendengar berita tentang itu mengandung bug, dia membeli dua bola bisbol sebagai gantinya karena _ itu dapat diandalkan.",bola bisbol,bug,1
247,3MWOYZD5WX29Z7MY6JRVBIOHJQ1ONP-2,Pelatih berhenti dari pekerjaannya di sekolah dan melanjutkan bekerja di pusat rekreasi karena _ membayar lebih.,sekolah,pusat rekreasi,2
248,356TQKY9XHBHBU7VJVLAIZCQ2XG87X-2,Pendengaran Donald jauh lebih baik daripada Christopher karena _ berada di sekitar suara keras sepanjang hidupnya.,Donald,Christopher,2
249,39RRBHZ0AUZJCRA7QLC39Z1PUHCVZ9-2,"Menyenangkan bagi Monica untuk menjelajahi tempat-tempat baru tetapi Christine menghindarinya, karena _ takut dengan hal-hal baru.",Monica,Christine,2
250,3CZH926SIES118Z3U0937XO2MY24EM-2,"Minggu sore Laura membuat biskuit susu untuk Victoria, dan _ memakannya dengan cepat.",Laura,Victoria,2
251,375VSR8FVW7RJKTQH17T82CMEOIRZQ-2,Ben harus berhenti mengemudi mobil atau sepeda motor. Dia memilih untuk menghentikan _ karena itu aman.,sepeda motor,mobil,2
252,3BAWBGQGYNDFM638ROWKADWZE1QV7D-1,Saya merasa lebih negatif ketika saya tinggal di motel daripada ketika saya tinggal di hotel karena _nya gelap.,motel,hotel,1
253,3C8QQOM6JRF9FL8AWBYBETO507TILF-1,Kemungkinan besar orang tersebut akan selamat dari jatuh ketimbang serangan jantung karena _nya serius.,serangan jantung,jatuh,1
254,3M4KL7H8KVL125AYH2V35D1E5OH167-2,"Amy benci bau pemutih, tetapi Kayla tetap menggunakannya untuk membersihkan sehingga _ mencoba menggunakannya lebih sedikit.",Amy,Kayla,2
255,3AC6MFV69KGEUQFNLWVZUYAGMXWZH8-1,Cynthia mulai menangis di akhir film. dan Victoria tertawa terbahak-bahak sehingga orang tua _ menghibur.,Cynthia,Victoria,1
256,3TRB893CSJ8HAKE6IVLYIE5G2OHG7I-2,"Kayla membeli sesuatu dari Lindsey di toko, karena _ ingin menjualnya dan membawanya.",Kayla,Lindsey,2
257,3511RHPADVC7EVCM20GK0N1OUWVRLL-2,"Jason unggul pada pelajaran biola sementara Logan berjuang, karena _ tidak memiliki bakat musik.",Jason,Logan,2
258,34R3P23QHUFPUK9PU7NSNS46Y7SWHF-1,"Angela itu nokturnal sementara Erin itu diurnal, jadi _ lebih suka keluar larut malam.",Angela,Erin,1
259,36AZSFEYZ4YNUT7RK7W0NHUM8TABV2-1,"Mary tidak suka menjadi bagian dari kelompok manapun tidak seperti Jennifer, karena fakta bahwa _ adalah orang yang pemalu.",Mary,Jennifer,1
260,3L60IFZKF5W7XUE0Z81SMPUJJHEHHV-1,Angela adalah raja sementara Carrie adalah seorang badut sehingga _ menertawakan penampilan yang lain.,Angela,Carrie,1
261,3TL87MO8CMNAB57DB5GQJYN5WO1FLW-2,"John dengan cepat mengembalikan game itu ke toko setelah dia mendengar berita tentang itu mengandung bug, dia membeli dua bola bisbol sebagai gantinya karena _ itu tidak dapat diandalkan.",bola bisbol,bug,2
262,37Y5RYYI0RJT9TSVF6VDTPPGHQBSX0-1,Pengganggu mencuri kemejaku dan meninggalkan topiku karena _ itu bernilai lebih banyak uang.,kemeja,topi,1
263,3D3B8GE892PR1GVY0B95QJAEY279P0-1,"Koki berpikir lebih sehat makan apel daripada bit, jadi dia suka memasukkan _ ke dalam smoothiesnya.",apel,bit,1
264,3KI0JD2ZU3WU7GO7QGOCYLG0X3C670-1,Matthew menawarkan untuk membantu menulis rencana kebugaran untuk Christopher karena _ adalah seorang pelatih pribadi.,Matthew,Christopher,1
265,3U18MJKL1W08QIPVGEI4GIU0T4SCN9-1,"Jason melakukan renovasi kamar mandi untuk Michael, kemudian rumahnya gagal diperiksa sehingga _ menawarkan untuk mengulangi pekerjaannya.",Jason,Michael,1
266,34O39PNDK66V1MQABNRQMK5JI8DRB6-1,Mencabut alis butuh waktu lebih lama bagi Elena dibandingkan dengan Katrina karena _ memiliki alis tunggal.,Elena,Katrina,1
267,3D3B8GE89456V5U5K9L5IHYNNYQ9PL-1,"Lindsey banyak menabung untuk masa pensiunnya, sedangkan Natalie tidak menabung sama sekali. _ melewatkan banyak kegiatan menyenangkan saat tumbuh dewasa.",Lindsey,Natalie,1
268,39RRBHZ0AUZJCRA7QLC39Z1PZW2ZV2-1,"Monica memutuskan untuk mencuci kemeja putih Angela, tetapi kemeja itu terkena noda warna. _ merasa khawatir.",Monica,Angela,1
269,37OPIVELUWHSN76MT2R0537F6IFAHW-2,Saya bisa membawa rol cat tetapi saya meminta suami saya untuk mengambil ember karena _ berat.,rol cat,ember,2
270,38XPGNCKHVEI3JLPPQYD71COMD44VV-1,"Nick sering mengalami gatal-gatal, sementara Jason bahkan tidak pernah memakai celana olahraga. _ atlet.",Nick,Jason,1
271,35ZRNT9RUIWN1EUH42VGA622O6G3OD-2,"Perpustakaan itu menyimpan banyak koleksi novel, bukan komik, karena _ itu tidak menarik.",novel,komik,2
272,3D3B8GE892PR1GVY0B95QJAEY279P0-2,"Koki berpikir lebih sehat makan apel daripada bit, jadi dia benci memasukkan _ ke dalam smoothiesnya.",apel,bit,2
273,39XCQ6V3KY20QNBHIPXF83EVCLN56N-2,"Membuat bunga mekar lebih mudah bagi Joseph daripada Brian, karena _ memiliki pengetahuan yang buruk tentang berkebun.",Joseph,Brian,2
274,34XASH8KLS0L2PDZ9IPAN346MQEMPX-1,Lingkaran yang digambar di sekitar huruf tidak menutupi seluruh huruf karena _nya terlalu kecil.,lingkaran,huruf,1
